669:721,28541,24196,24733,760,4394,11984,11470,224,29969,
678:17,302,654,58,518,542,650,861,564,1102,
680:17,654,616,58,29,84,650,518,1102,138,
681:17,616,76,302,654,542,518,736,508,650,
682:17,302,616,654,76,58,564,70,542,650,
683:27552,69187,71448,97127,542,15,1535,103,429,1126,
684:17,168,245,564,654,61,15,719,226,616,
715:4671,8392,12861,9435,11855,311,3739,7334,10958,42989,
716:17,616,302,654,58,542,861,650,1196,564,
741:17,616,654,302,58,564,518,542,650,354,
750:1,2,3,4,5,6,7,8,76,1102,
754:17,302,616,654,58,84,76,542,29,1102,
756:616,84,1,2,3,4,5,6,7,8,
757:17,302,654,616,58,84,564,76,1102,518,
758:17,302,616,654,76,58,84,542,518,736,
763:17,29,84,650,518,542,564,354,138,736,
773:17,302,654,616,650,787,1102,736,861,1550,
774:17,302,1,2,3,4,5,6,7,8,
775:58,518,1102,76,354,542,138,301,15,564,
782:302,654,84,616,58,354,1102,518,650,736,
784:17,302,84,518,29,76,542,650,101,354,
793:654,616,29,736,1,2,3,4,5,6,
803:17,302,84,654,70,1119,354,616,138,736,
813:17,302,616,654,84,518,650,29,564,542,
815:302,654,58,84,518,354,1102,542,736,564,
817:58,616,29,1102,650,736,866,899,861,787,
818:984,76,5480,463,1326,8860,564,5738,760,574,
823:17,616,1,2,3,4,5,6,7,8,
825:654,616,58,1102,866,861,787,902,1196,1535,
833:302,58,84,354,1102,564,736,861,787,1196,
835:302,654,616,84,58,518,29,1102,76,354,
838:8066,8392,12861,4671,9189,42989,7622,2543,8427,862,
844:58,29,1,2,3,4,5,6,7,8,
850:866,17,302,654,354,76,29,84,58,616,
856:138,1,2,3,4,5,6,301,70,162,
857:302,84,1,2,3,4,5,6,7,8,
874:302,58,84,29,518,76,1102,301,289,736,
891:17,361,302,654,354,29,84,58,76,616,
899:17,616,302,654,650,787,736,861,1196,1405,
900:17,654,302,616,58,29,542,224,101,1245,
911:302,654,84,58,616,1102,354,518,650,736,
918:17,302,654,616,58,650,518,736,542,1102,
925:17,654,302,616,58,84,564,76,1102,518,
926:302,58,84,354,650,1102,518,542,736,564,
937:302,654,616,58,518,29,650,354,76,301,
949:17,302,654,76,616,58,866,84,650,81,
964:17,654,302,616,58,518,354,542,564,650,
970:14636,1,2,3,4,5,6,7,8,518,
977:17,29,518,650,354,15,736,301,285,61,
981:17,245,1,2,3,4,5,6,7,8,
982:17,302,2162,84,654,1119,875,354,70,245,
984:17,654,58,616,84,29,650,76,354,542,
992:17,616,76,302,654,58,70,564,226,508,
993:654,84,58,616,29,76,1102,354,518,138,
998:17,302,616,654,84,58,76,564,650,542,
1000:17,58,29,84,542,518,354,1102,101,70,
1007:17,654,29,84,564,542,518,1102,736,554,
1027:168,1400,1326,661,760,801,8733,574,7838,9417,
1028:17,302,58,616,29,518,354,650,76,138,
1044:17,84,302,654,616,518,650,354,542,736,
1045:17,58,84,650,542,518,1102,354,564,861,
1049:17,76,616,564,654,542,58,302,81,2139,
1068:17,76,224,654,616,866,650,302,361,891,
1069:654,84,29,1102,736,1196,2030,1140,1119,1405,
1070:17,58,616,84,518,650,1102,76,542,354,
1082:84,650,518,1102,542,138,301,101,15,866,
1083:17,302,654,1109,1276,2233,2018,4542,1603,1884,
1088:17,302,616,654,650,736,1102,787,861,1196,
1094:616,58,29,301,736,70,861,787,899,1196,
1116:302,654,84,58,616,1102,354,650,518,736,
1121:17,568,1578,654,542,3101,16476,61,616,84,
1125:302,654,616,58,84,29,76,1102,650,542,
1127:17,616,302,654,58,542,518,564,650,354,
1132:17,58,302,654,650,518,542,564,861,736,
1133:1,2,3,4,5,6,7,8,76,1102,
1140:302,616,58,84,29,1102,518,354,542,138,
1141:17,1382,302,787,508,70,654,542,327,564,
1148:17,508,76,302,1023,616,70,654,542,564,
1153:17,654,616,58,29,1102,518,76,650,354,
1163:17,302,654,76,616,58,866,84,650,81,
1166:17,616,1,2,3,4,5,6,7,8,
1172:17,616,302,654,58,518,861,1196,364,736,
1192:17,302,58,616,1102,518,650,542,564,861,
1204:17,302,654,616,58,15,61,542,84,518,
1208:17,654,302,58,616,650,542,29,518,84,
1209:17,616,1,2,3,4,5,6,7,8,
1234:17,302,654,616,650,58,182,76,1245,84,
1236:17,616,302,654,58,542,518,787,564,508,
1245:302,654,84,58,616,354,1102,518,650,736,
1263:17,302,58,84,650,542,518,1102,564,354,
1267:302,654,58,84,616,1102,354,518,650,736,
1269:4755,3107,1352,2880,17,508,378,189,81,76,
1288:1017,67016,17,518,692,654,2609,5767,398,83871,
1295:616,518,76,542,301,736,101,564,866,861,
1296:17,654,58,29,84,650,76,1102,518,542,
1302:17,302,654,616,650,736,861,1102,1196,787,
1305:17,302,58,84,29,650,76,518,542,354,
1342:17,84,518,302,616,654,58,1102,101,650,
1382:17,302,654,616,84,564,518,354,542,508,
1389:75115,1305,4245,302,76,616,327,21055,6635,3552,
1391:674,1,2,3,4,5,6,7,8,61,
1397:81,226,140,1749,780,262,986,500,17,70,
1402:302,58,616,84,354,1102,650,518,736,564,
1405:4697,92558,24722,96890,17,302,654,76,616,58,
1407:17,518,542,616,1023,554,1196,650,1511,787,
1408:17,302,616,654,84,518,58,564,650,1102,
1409:616,1,2,3,4,5,6,7,8,354,
1412:17,302,654,58,616,84,70,354,29,76,
1413:542,736,289,15,101,861,787,902,899,2030,
1418:654,76,650,542,138,289,736,564,15,285,
1419:4755,3172,4825,508,1712,378,17,6434,564,245,
1420:302,654,58,616,650,736,866,861,787,902,
1427:17,29,84,518,564,354,1102,736,301,285,
1430:17,58,302,654,542,650,518,736,1196,1102,
1431:654,58,616,84,1102,650,736,866,861,899,
1435:302,616,58,84,29,76,1102,354,564,289,
1437:17,616,302,654,58,650,76,542,564,518,
1441:3307,6559,2548,226,1730,385,3789,826,3177,8066,
1447:17,616,302,654,650,787,736,1382,902,1535,
1448:17,1,2,3,4,5,6,7,8,245,
1457:17,302,616,654,70,58,518,542,650,564,
1458:17,302,616,58,84,15,650,76,101,1102,
1469:302,58,616,84,76,518,1102,354,542,301,
1477:17,302,616,518,84,654,58,76,542,736,
1486:168,719,984,76,1326,8860,1400,5480,661,801,
1490:17,866,302,654,616,76,58,354,29,84,
1491:302,654,58,616,84,1102,354,650,518,736,
1500:302,58,84,29,518,76,650,354,1102,564,
1503:654,58,616,736,866,861,787,899,1196,1023,
1517:27097,80218,95331,95964,111233,508,378,931,2200,225,
1518:17,302,616,654,650,787,736,1405,902,1382,
1535:302,654,58,84,650,29,1102,542,354,736,
1551:616,1,2,3,4,5,6,7,8,650,
1552:29723,70,1402,19245,17,81,226,4194,653,13544,
1553:17,616,654,302,58,542,518,564,650,861,
1559:302,654,616,84,29,650,1102,518,354,736,
1560:17,302,58,84,518,29,564,76,15,650,
1561:17,616,58,84,29,76,518,542,15,1102,
1562:654,616,29,1102,736,1196,1535,2030,1119,1140,
1569:508,226,70,1099,302,17,1535,986,76,616,
1570:17,654,302,616,518,542,564,650,656,787,
1588:245,542,698,122,17,654,322,182,61,1050,
1589:654,58,616,84,1102,650,736,866,899,861,
1591:62108,69776,17,302,654,76,616,58,866,84,
1601:17,616,302,654,58,542,518,650,564,508,
1602:17,302,654,616,650,787,736,1023,1382,902,
1629:17,616,302,654,58,518,650,508,736,1196,
1634:2265,76,17,6901,327,302,650,840,3307,7556,
1642:302,654,58,1102,736,1196,2030,1535,1405,1119,
1653:17,616,302,654,650,1102,736,861,787,1405,
1654:302,84,29,650,518,1102,542,564,866,322,
1655:654,1,2,3,4,5,6,7,8,29,
1668:616,84,29,650,1102,736,866,861,787,902,
1681:17,58,616,29,84,650,1102,138,518,542,
1703:302,654,84,616,58,518,29,1102,354,76,
1721:245,15,4268,61,103,654,3163,402,1511,429,
1727:17,302,654,616,58,650,182,76,29,84,
1728:302,58,616,84,1102,354,650,518,736,866,
1745:17,616,654,302,58,542,518,650,564,787,
1746:17,654,302,616,58,542,518,650,861,564,
1751:302,654,84,58,616,1102,354,518,650,736,
1756:302,654,616,58,1102,650,736,866,899,861,
1758:17,616,302,654,58,76,542,650,518,84,
1761:81,1,2,3,4,5,6,7,8,564,
1767:58,616,84,1102,736,866,902,1196,1119,2030,
1779:8635,17395,56748,65741,67185,1674,37843,86913,93097,93631,
1780:13960,9354,88524,64,3041,67574,48208,42440,10246,104391,
1783:17,302,58,29,84,76,650,542,518,861,
1787:616,29,518,76,354,138,301,289,736,15,
1788:17,302,616,654,58,650,518,736,542,508,
1794:17,616,654,302,58,518,564,650,787,861,
1796:654,84,1,2,3,4,5,6,7,8,
1803:17,302,654,616,58,84,76,518,542,564,
1820:17,302,616,654,58,518,542,508,787,564,
1821:17,616,518,654,4268,1405,787,650,902,1382,
1822:17,302,616,654,58,518,736,861,1196,1102,
1823:17,84,650,76,542,354,564,736,554,787,
1840:616,650,354,542,301,564,736,70,861,866,
1841:17,70,76,616,302,654,564,81,58,84,
1842:17,302,58,616,29,84,1102,354,76,518,
1850:17,1,2,3,4,5,6,7,8,302,
1853:17,616,302,654,76,58,866,542,84,736,
1854:17,654,302,1,2,3,4,5,6,1102,
1862:302,616,1102,650,542,301,736,138,564,15,
1880:17,302,654,84,354,226,616,138,76,29,
1883:302,654,58,1102,1,2,3,4,5,6,
1890:302,654,84,58,616,1102,354,650,518,736,
1891:302,17,654,58,616,29,84,518,650,542,
1893:302,654,616,58,84,76,29,1102,354,15,
1894:654,616,58,84,29,354,1102,518,564,301,
1911:29727,5466,5975,9127,5671,10348,8345,17271,741,22420,
1912:17,302,654,616,58,226,76,650,138,84,
1913:17,616,654,302,58,518,542,564,650,861,
1930:2548,197,17,5111,8069,4755,7160,5627,3704,3307,
1932:17,76,616,81,654,70,58,226,564,302,
1950:542,301,15,861,61,224,508,363,32,554,
1951:564,654,226,508,301,899,94,302,2139,378,
1952:17,616,84,76,1102,542,518,564,736,861,
2005:302,29,518,1102,76,650,354,542,564,301,
2017:13894,23213,47586,11246,44039,58208,107733,101380,123006,17,
2025:616,564,17,76,409,4802,776,10075,45,8861,
2030:17,302,616,654,58,542,650,564,518,508,
2034:76,616,84,787,3213,17,302,564,508,736,
2038:654,302,17,58,616,29,542,15,650,363,
2046:10492,27296,13889,6503,91537,17567,26460,75233,38488,93654,
2058:12495,17944,12597,8794,25649,52829,55235,65161,1410,564,
2068:17,616,654,302,650,787,1405,902,861,1102,
2070:302,654,84,616,58,29,1102,76,354,650,
2071:302,616,58,518,76,650,354,70,301,101,
2072:302,654,616,58,1102,518,29,354,76,650,
2074:17,76,616,654,698,650,1410,1023,866,787,
2075:302,654,84,1102,736,1196,1535,1403,1140,1119,
2076:17,302,654,76,616,58,866,84,650,81,
2077:17,654,616,58,29,1102,518,76,650,138,
2080:17,654,58,84,29,518,650,76,1102,542,
2085:17,302,654,616,58,518,542,564,650,354,
2097:302,654,616,58,84,29,1102,354,564,289,
2112:17,654,302,866,84,616,76,58,29,301,
2115:17,1,2,3,4,5,6,7,8,616,
2116:17,302,654,1102,1,2,3,4,5,6,
2123:17,654,58,616,29,1102,76,518,650,138,
2135:17,616,302,654,58,564,650,518,542,780,
2141:17,76,500,698,564,1069,226,138,859,1614,
2147:17,776,901,358,749,12673,6673,6059,1102,4724,
2154:17,302,616,654,58,650,736,518,542,508,
2160:17,302,29,84,650,518,1102,564,138,861,
2162:719,76,5480,564,463,1400,5738,661,574,801,
2170:17,302,58,29,84,542,650,76,518,564,
2177:224,2967,302,650,81,616,44,245,1119,535,
2184:58,616,84,1102,650,1196,1535,1140,1119,1403,
2185:17,616,302,654,58,542,564,518,650,364,
2187:17,302,654,76,616,58,866,84,650,81,
2211:17,302,654,616,58,76,650,226,84,138,
2223:17,76,81,70,616,58,226,654,564,508,
2243:17,616,654,302,650,1023,736,1405,902,1102,
2244:17,616,302,654,58,564,518,542,1102,787,
2247:302,654,616,84,58,29,518,650,1102,354,
2250:49715,353,1951,2194,6191,38737,1064,3205,36231,23527,
2253:17,76,616,302,654,58,226,70,564,508,
2260:17,302,654,76,616,58,866,84,650,81,
2261:302,654,616,58,1102,76,29,354,650,542,
2262:17,302,654,76,616,58,866,84,650,81,
2290:29,650,518,1102,542,138,301,15,866,554,
2291:17,616,29,84,1102,542,518,564,736,866,
2293:17,84,302,616,654,58,101,1102,542,564,
2301:429,1410,17,182,4032,65,4210,302,84,1102,
2302:16229,245,39395,353,774,1524,33882,17,2200,2233,
2304:76,719,564,17,984,1326,5480,226,463,616,
2318:654,84,29,76,1102,564,15,289,101,736,
2325:302,654,84,616,58,1102,354,650,736,542,
2335:17,302,654,616,736,1102,861,787,1196,902,
2343:17,302,616,84,650,224,508,245,322,32,
2346:17,70,616,76,302,654,58,81,138,84,
2347:2186,7728,100785,322,736,899,1119,947,1410,48,
2348:17,302,654,616,58,650,542,564,354,1102,
2362:17,302,654,76,616,58,866,84,650,81,
2363:17,302,616,29,84,650,1102,354,542,518,
2364:302,616,84,29,650,1102,354,518,736,564,
2369:17,70,616,302,76,654,58,84,564,354,
2373:17,84,302,616,654,58,1102,76,101,650,
2381:17,302,654,616,58,518,542,650,564,861,
2382:17,302,654,616,564,58,650,736,518,354,
2384:17,302,84,1119,654,354,70,616,947,245,
2385:17,302,58,616,29,84,1102,354,650,76,
2392:17,302,654,76,616,58,866,84,650,81,
2393:17,302,654,84,616,518,542,650,564,508,
2394:302,654,84,616,58,29,1102,76,650,301,
2395:17,616,84,650,1102,736,866,787,1196,902,
2399:17,302,654,616,58,76,84,226,138,650,
2405:17,302,654,58,518,542,650,1196,736,1102,
2407:866,17,302,654,354,76,29,84,58,616,
2408:302,654,84,58,616,1102,354,650,518,736,
2419:1,2,3,4,5,6,7,8,654,58,
2429:354,17,94,1382,70,245,9482,302,654,2200,
2447:84,29,1,2,3,4,5,6,7,8,
2452:2282,12832,698,2265,1913,2848,6387,22856,8349,19626,
2453:23740,71417,29657,302,429,1499,925,596,1551,193,
2454:17,76,616,564,654,650,787,1023,2139,902,
2456:17,58,616,29,84,76,650,1102,354,138,
2461:29,518,542,138,736,301,289,101,866,363,
2464:654,58,616,736,1,2,3,4,5,6,
2465:58,616,84,1102,650,736,866,861,899,787,
2469:302,58,616,84,29,354,1102,518,650,542,
2489:168,719,984,1326,801,1400,8860,5480,1528,574,
2491:2319,17,302,654,76,616,58,866,84,650,
2499:1097,17,1274,861,518,358,616,13523,1511,409,
2500:654,58,84,616,29,1102,354,650,518,301,
2501:947,17,931,1382,1405,4364,3233,1511,1023,1471,
2505:17,654,616,58,84,29,518,650,1102,76,
2510:1460,17,76,1326,554,238,901,297,891,508,
2515:17,302,616,654,58,564,650,518,736,542,
2518:17,76,698,302,616,361,564,654,500,866,
2520:17,302,616,654,84,58,542,15,564,650,
2521:302,654,84,58,616,354,1102,650,518,736,
2524:302,17,654,58,616,84,650,1102,354,542,
2536:17,302,1,2,3,4,5,6,7,8,
2541:302,654,58,84,518,650,354,1102,564,736,
2547:17,302,654,616,58,650,76,84,518,1245,
2553:9134,18939,8960,36848,44578,19507,25366,5125,35177,31397,
2558:17,58,616,29,84,76,650,354,542,518,
2560:58,616,84,29,1102,76,354,301,289,15,
2563:302,654,58,84,29,76,650,1102,15,564,
2573:58,616,84,29,1102,354,518,138,301,736,
2591:17,302,616,654,58,76,84,542,564,518,
2596:17,302,84,518,616,654,58,1102,650,29,
2597:17,780,76,302,58,262,616,226,654,70,
2601:17,302,58,616,29,84,1102,354,76,650,
2604:17,302,616,76,654,58,780,226,564,650,
2611:302,654,84,58,616,354,1102,518,650,736,
2612:17,302,654,58,518,542,84,76,15,29,
2615:84,29,1,2,3,4,5,6,7,8,
2625:17,302,226,654,616,138,84,76,354,58,
2626:302,616,84,518,76,354,301,138,289,736,
2634:17,654,616,58,302,101,518,542,650,564,
2636:654,58,616,84,29,1102,354,650,518,138,
2639:17,302,616,654,1023,736,787,1405,650,947,
2650:4194,10451,17,23102,14600,74367,89820,86115,13766,17731,
2661:17,616,1,2,3,4,5,6,7,8,
2663:17,84,302,654,616,518,899,736,508,354,
2666:17,616,302,654,58,542,650,564,861,518,
2676:302,17,654,58,616,84,354,650,1102,542,
2689:17,654,302,616,58,518,650,542,564,736,
2693:790,17,1,2,3,4,5,6,7,8,
2708:17,302,654,616,58,564,650,542,736,1102,
2709:17,616,654,542,787,650,1405,1196,1987,1511,
2713:17,1,2,3,4,5,6,7,8,616,
2715:76,564,984,17,1400,226,81,302,5738,508,
2716:81,500,986,16542,616,1102,736,698,787,902,
2727:58,616,84,29,1102,354,650,518,301,138,
2730:17,654,616,58,84,650,542,518,354,1102,
2731:616,84,29,1102,650,736,866,861,787,902,
2734:564,76,1069,17,736,4017,518,616,698,947,
2735:17,84,518,302,616,654,58,1102,101,564,
2737:17,654,302,616,650,1102,787,1023,1196,861,
2745:17,302,654,354,76,29,84,58,616,70,
2746:23595,76,17,698,40,16151,508,25368,40142,27209,
2748:5287,564,327,518,245,103,4268,5117,3521,1262,
2756:302,654,84,58,616,1102,354,650,518,736,
2760:84,29,1,2,3,4,5,6,7,8,
2776:17,302,654,76,616,58,866,84,650,81,
2799:17,710,1002,4513,1744,245,1410,1065,3506,6315,
2802:302,654,84,58,616,1102,354,650,518,736,
2803:11718,2074,88529,2595,347,670,14237,19829,33572,94755,
2804:17,654,302,616,58,224,650,354,84,518,
2805:17,518,15,654,1405,8213,117,407,2233,754,
2812:302,654,1,2,3,4,5,6,7,8,
2815:168,719,984,463,1400,8733,9874,8860,10752,5480,
2827:17,302,654,616,58,84,518,650,564,354,
2831:654,58,84,29,354,518,138,301,542,736,
2846:302,654,616,84,29,518,1102,76,650,354,
2848:17,654,616,29,84,650,518,289,1102,736,
2853:18850,698,262,2326,5738,1205,463,827,4444,3081,
2854:302,654,84,616,58,354,1102,518,650,736,
2857:17,302,654,58,616,29,76,650,84,542,
2858:17,84,29,650,76,1102,542,354,564,736,
2861:245,17,94,15,103,616,542,1410,1002,518,
2871:189,4755,378,1527,3107,17,2880,10041,508,1712,
2907:302,654,58,84,616,1102,354,650,518,736,
2912:17,70,508,226,1023,302,1382,518,616,76,
2914:17,302,654,58,518,1102,542,650,736,354,
2924:1002,245,17,710,2028,226,508,94,4268,1744,
2925:17,61,245,654,564,616,542,302,1511,840,
2947:2741,18970,24301,66050,66993,8643,46125,262,719,2275,
2951:17,616,224,1,2,3,4,5,6,62,
2959:17,616,302,654,650,861,736,873,787,902,
2960:17,302,616,654,650,736,1405,899,1382,902,
2963:17,616,654,302,58,564,84,518,542,1102,
2965:698,736,2139,40,1344,6379,14147,12465,226,719,
2967:302,654,616,58,84,354,1102,518,650,736,
2970:17,616,302,654,58,542,650,518,564,1196,
2977:17,654,302,616,518,542,58,564,508,787,
2981:84,29,1,2,3,4,5,6,7,8,
2989:17,302,654,616,48,84,58,1187,76,650,
2990:22420,13581,29000,224,1344,866,361,2548,17,947,
3002:17,302,654,76,616,58,866,84,650,81,
3004:168,984,463,8860,1400,1326,5480,801,760,8733,
3011:654,616,70,101,1382,2121,1164,481,4249,5517,
3013:17,302,654,70,616,508,564,518,354,1023,
3037:17,302,654,76,616,58,866,84,650,81,
3038:1,2,3,4,5,6,7,8,17,32,
3044:302,654,84,58,616,1102,354,650,518,736,
3070:17,302,654,616,564,58,650,736,518,354,
3081:17,654,302,58,616,84,354,518,736,1102,
3100:302,616,84,29,1102,650,354,518,542,736,
3102:168,984,1400,574,5480,463,719,8860,7838,8733,
3105:17,58,302,654,518,861,564,650,736,1102,
3107:17,616,76,302,654,58,70,650,518,542,
3110:17,616,654,302,58,542,518,564,508,650,
3111:302,654,84,58,616,1102,354,650,518,736,
3113:17,616,302,654,650,861,736,873,1511,696,
3121:1,2,3,4,5,6,7,8,542,564,
3125:17,302,654,616,58,84,354,650,1102,518,
3126:17,302,654,76,616,58,866,84,650,81,
3129:302,616,84,29,518,354,1102,542,564,736,
3139:17,361,302,654,354,29,84,58,76,616,
3144:17,84,518,302,616,654,58,76,1102,650,
3152:17,616,302,654,650,861,787,1196,902,1511,
3166:17,302,654,76,616,58,866,84,650,81,
3167:17,302,616,654,76,564,58,84,518,542,
3169:302,654,616,58,84,518,354,650,1102,542,
3170:17,616,1,2,3,4,5,6,7,8,
3172:17,616,542,654,58,302,518,861,1196,364,
3176:58,616,84,650,1102,736,866,861,899,787,
3183:17,654,58,29,616,84,650,76,1102,354,
3184:245,17,131,94,61,1002,535,4268,1784,654,
3193:58,1,2,3,4,5,6,7,8,76,
3195:17,1,2,3,4,5,6,7,8,302,
3220:616,84,1,2,3,4,5,6,7,8,
3229:17,302,616,654,58,518,542,650,564,787,
3234:302,654,616,58,1102,518,29,354,76,650,
3237:110318,54099,102041,41101,9915,77678,113362,22678,28760,58923,
3238:17,616,302,654,58,542,518,787,564,508,
3239:17,58,29,616,84,1102,650,76,354,138,
3246:533,8772,603,76,4671,311,2543,911,5319,7622,
3258:17,654,58,84,650,542,1102,564,354,861,
3263:17,302,654,616,58,650,564,542,518,508,
3264:17,302,654,76,616,58,866,84,650,81,
3277:76,17,168,302,564,719,2139,654,226,361,
3279:17,302,654,616,58,564,84,650,361,354,
3295:17,76,81,70,616,226,654,564,508,2139,
3305:17,76,262,302,500,616,564,70,2139,226,
3306:6901,1651,4146,10692,76,2354,8129,684,12093,9557,
3308:17,302,616,654,58,542,518,564,508,787,
3309:302,616,84,29,518,650,76,354,542,289,
3319:17,302,654,76,616,58,866,84,650,81,
3320:2548,17,3196,197,10541,4755,5111,8069,245,302,
3328:58,616,84,29,1102,354,650,518,138,301,
3329:17,654,616,429,650,861,1023,1196,873,1050,
3335:654,58,616,84,1102,650,736,866,861,787,
3346:17,616,542,245,654,15,518,302,564,787,
3352:17,654,302,616,58,518,542,354,650,736,
3353:17,302,654,616,58,564,650,736,518,542,
3360:302,654,84,616,58,354,1102,518,650,736,
3374:17,616,654,302,58,15,542,518,322,650,
3376:17,302,654,616,226,58,76,138,650,84,
3383:17,138,70,302,654,354,84,58,616,29,
3386:17,302,616,654,58,76,650,84,564,518,
3411:17,302,654,616,58,226,84,29,138,76,
3412:129,1007,2051,21113,56533,68683,72467,78657,79323,88275,
3413:17,302,654,616,650,736,787,1382,1102,1405,
3416:4755,1352,2880,10041,4568,189,3107,3172,1527,12990,
3419:17,654,616,29,84,650,518,1102,354,138,
3421:17,84,1,2,3,4,5,6,7,8,
3423:17,616,1,2,3,4,5,6,7,8,
3426:17,616,654,302,58,542,518,650,564,861,
3428:17,302,654,58,650,542,736,1102,354,1196,
3429:302,654,84,1102,1,2,3,4,5,6,
3431:3225,76,2139,1730,683,34500,47290,80576,88768,17,
3432:17,302,654,616,564,58,650,736,518,354,
3450:17,616,302,76,654,564,518,650,542,364,
3453:168,719,5480,463,1400,1326,760,574,661,9874,
3475:17,2030,302,616,654,58,518,542,650,354,
3478:84,1,2,3,4,5,6,7,8,650,
3479:17,654,616,302,58,650,542,518,564,354,
3480:17,654,302,616,29,76,650,84,542,289,
3490:17,84,542,1102,354,1196,1140,2030,1405,1511,
3500:654,616,58,84,650,1102,736,866,861,899,
3514:302,616,84,29,650,1102,354,518,542,736,
3529:17,302,654,76,616,58,866,84,650,81,
3546:17,58,302,654,861,650,518,542,564,736,
3547:302,654,616,84,1102,736,866,861,899,787,
